"fichier","variable","type","label","n_obs","n_manquants","n_modalites","modalites"
"s03_co_sen2018.dta","s03q17","haven_labelled","3.17. Est-c-q agrcltrs V/Q pratiquent habituelleme des cultures irriguées ?",598,133,2,"1=Oui; 2=Non"
"s03_co_sen2018.dta","s03q18","haven_labelled","3.18. Quel est la principale source d'eau pour l'irigation ds ce V/Q?",598,474,6,"1=Cours d'eau (fleuve, lac, etc.); 2=Puits; 3=Forage; 4=Barrage, retenue d'eau; 5=Canal d'irrigation; 6=Autre"
"s03_co_sen2018.dta","s03q18_autre","character","3.18.autre. Précisez",598,0,4,NA
"s03_co_sen2018.dta","s03q19","haven_labelled","3.19. L'eau venant de cette importante source est-el disponible toute l'année?",598,474,2,"1=Oui; 2=Non"
"s03_co_sen2018.dta","s03q20__1","haven_labelled","3.20. Quels mois est-ce que l'eau de cette source est-elle dispo?:Janvier",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__2","haven_labelled","3.20. Quels mois est-ce que l'eau de cette source est-elle disponible?:Février",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__3","haven_labelled","3.20. En quels mois est-ce que l'eau de cette source est-elle disponible?:Mars",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__4","haven_labelled","3.20. En quels mois est-ce que l'eau de cette source est-elle disponible?:Avril",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__5","haven_labelled","3.20. En quels mois est-ce que l'eau de cette source est-elle disponible?:Mai",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__6","haven_labelled","3.20. En quels mois est-ce que l'eau de cette source est-elle disponible?:Juin",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__7","haven_labelled","3.20. Quels mois est-ce que l'eau de cette source est-elle disponible?:Juillet",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__8","haven_labelled","3.20. En quels mois est-ce que l'eau de cette source est-elle disponible?:Août",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__9","haven_labelled","3.20. Quels mois est-ce que l'eau de cette source est-elle dispo?:Septembre",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__10","haven_labelled","3.20. Quels mois est-ce que l'eau de cette source est-elle disponible?:Octobre",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__11","haven_labelled","3.20. Quels mois est-ce que l'eau de cette source est-elle disponible?:Novembre",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q20__12","haven_labelled","3.20. Quels mois est-ce que l'eau de cette source est-elle disponible?:Décembre",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__1","haven_labelled","3.21. Pt saison sèch 2016/17,ql moi eau d ct source étt-el dispo? 1=Oui   2=Non",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__2","haven_labelled","3.21. Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp : Février?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__3","haven_labelled","3.21. Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp : Mars?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__4","haven_labelled","3.21. Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp : Avril?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__5","haven_labelled","3.21. Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp : Mai?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__6","haven_labelled","3.21. Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp : Juin?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__7","haven_labelled","3.21. Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp : Juillet?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__8","haven_labelled","3.21. Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp : Aout?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__9","haven_labelled","3.21.Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp :Septembre?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__10","haven_labelled","3.21. Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp : octobre?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__11","haven_labelled","3.21. Pt saison sèch 2016/17, qls moi l'eau d cet source était disp : Novembre?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q21__12","haven_labelled","3.21. Pdt saison sèch 2016/17, qls moi l'eau d cet source était disp :Décembre?",598,584,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q22","haven_labelled","3.22. Est-ce q les gens dans ce vilage/quartier louent des terrains agricoles ?",598,133,2,"1=Oui; 2=Non"
"s03_co_sen2018.dta","s03q23","numeric","3.23. Quel est le montant payé pour un hectare de terrain agricole loué?",598,475,23,NA
"s03_co_sen2018.dta","s03q24","haven_labelled","3.24. Est-ce q les gens dans ce vilage/quartier vendent des terrains agricoles?",598,133,2,"1=Oui; 2=Non"
"s03_co_sen2018.dta","s03q25","numeric","3.25 Quel est le montant payé pour un hectare de terrain agricole vendu?",598,555,22,NA
"s03_co_sen2018.dta","s03q26a","numeric","3.26a. Mt pyé pr un prs pr un jrné tvl ds c V/Q pt tx prép sol:adlHomme?",598,133,43,NA
"s03_co_sen2018.dta","s03q26b","numeric","3.26b. Mt pyé pr un prs pr un jrné tvl ds c V/Q pt tx prép sol:adlFemme?",598,133,31,NA
"s03_co_sen2018.dta","s03q26c","numeric","3.26c. Mt pyé pr un prs pr un jrné tvl ds c V/Qtx prép sol:Garç-15ans?",598,133,20,NA
"s03_co_sen2018.dta","s03q26d","numeric","3.26d. Mt pyé pr un prs pr un jrné tvl ds c V/Qtx prép sol:Fill-15ans?",598,133,12,NA
"s03_co_sen2018.dta","s03q27","numeric","3.27. Ql es mtt pyé pr un hectar prép pdt travaux de préparation du sol?",598,133,35,NA
"s03_co_sen2018.dta","s03q28a","numeric","3.28a. Mtt pr un prs pr un jrné tv d V/Q pt trv d'etrt (srclag) chp:AdHomme?",598,133,51,NA
"s03_co_sen2018.dta","s03q28b","numeric","3.28b. Mtt pr un prs pr un jrné tv d V/Q pt trv d'etrt (srclag) chp:AdFemme?",598,133,26,NA
"s03_co_sen2018.dta","s03q28c","numeric","3.28c. Mt pr un prs pr un jrné tv d V/Q pt tv d'etrt (srclag) Ch:Garç-15ans?",598,133,19,NA
"s03_co_sen2018.dta","s03q28d","numeric","3.28d. Mt pr un prs pr un jrné tv d V/Q pt tv d'etrt (srclag) Ch:Fill-15ans?",598,133,15,NA
"s03_co_sen2018.dta","s03q29","numeric","3.29. Mt pyé pr un hctr d sarclage pdt travaux d'entretien (sarclage) du champ?",598,133,38,NA
"s03_co_sen2018.dta","s03q30a","numeric","3.30a. Mt py pr une prs pr une jrné tvl  ds V/Q pdt tv réclt:AdlHomme?",598,133,42,NA
"s03_co_sen2018.dta","s03q30b","numeric","3.30b. Mt py pr une prs pr une jrné tvl ds V/Q pdt tv réclt:AdlFemme?",598,133,28,NA
"s03_co_sen2018.dta","s03q30c","numeric","3.30c. Mt py pr une prs pr une jrné tvl  ds V/Q pdt tv réclt:Garç-15ans?",598,133,17,NA
"s03_co_sen2018.dta","s03q30d","numeric","3.30d. Mt py pr une prs pr une jrné tvl  ds V/Q pdt tv réclt:Fille-15ans?",598,133,21,NA
"s03_co_sen2018.dta","s03q31","numeric","3.31. Montant payé pour un hectare récolté pendant les travaux de récolt ?",598,133,38,NA
"s03_co_sen2018.dta","s03q02__7","haven_labelled","Culture de fruits",598,133,2,"0=Non; 1=Oui"
"s03_co_sen2018.dta","s03q02__8","haven_labelled","Autre maraichage/culture de légumes",598,370,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","vague","numeric","Vague",66120,0,2,NA
"s03_me_sen2018.dta","grappe","numeric","grappe",66120,0,598,NA
"s03_me_sen2018.dta","menage","numeric","Identifiant du ménage",66120,0,12,NA
"s03_me_sen2018.dta","s01q00a","numeric","01.00a. CODE ID du répondant",66120,0,58,NA
"s03_me_sen2018.dta","s03q00","numeric","3.00. Qui est le répondant ?",66120,2,53,NA
"s03_me_sen2018.dta","s03q01","haven_labelled","3.01. [NOM] a t-il été hospitalisé, suit à 1 pbdsanté, durant lé 30 dniers jrs",66120,18,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q02","haven_labelled","3.02. Quel a été le principal problème de santé que [NOM]  a eu?",66120,50749,18,"1=Fièvre/Paludisme; 2=Diarrhée; 3=Accident/Blessure; 4=Problème dentaire; 5=Problème de peau; 6=Maladie des yeux; 7=Problème de tension; 8=Fièvre typhoïde; 9=Problème d'estomac; 10=Mal de gorge; 11=Toux, rhume; 12=Diabète; 13=Meningite; 14=Autre; 15=Maux de ventre; 16=Maux de tête; 17=Hémorroïde; 18=Règles douloureuses"
"s03_me_sen2018.dta","s03q03","haven_labelled","3.03. Ce probleme d santé a empêché [NOM] d mener ses activités quoti. Norm?",66120,50749,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q04","haven_labelled","3.04. Pdt comb. d tps maladie a-t-elle empêché [NOM] d mener ses ActivQuotiNorm",66120,56893,3,"1=Moins d'une semaine; 2=Entre une et deux semaines; 3=Plus de deux semaines"
"s03_me_sen2018.dta","s03q05","haven_labelled","3.05. [NOM] cnsulté 1servicdsanté/guéri. tradi. 30 drns jrs du fait ce pb santé",66120,50749,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q06","haven_labelled","3.06. Pour quelle raison principale [NOM] n'a-t-il pas été consulté (e)?",66120,60251,9,"1=Pas nécessaire; 2=Trop cher; 3=Trop éloigné; 4=Automédication; 5=Pas de confiance; 6=Peur du résultat; 7=Refus; 8=Manque d'argent; 9=Autre (à préciser)"
"s03_me_sen2018.dta","s03q07","haven_labelled","3.07. Où [NOM] été  consulté la première fois pour cet épisode de maladie?",66120,56618,12,"1=Hôpital national; 2=Hôpital régional (y compris hôpital de police, militaire); 3=Centre de santé; 4=Poste de santé; 5=Case de santé; 6=Autre public (y compris maternité rurale); 7=Hôpital/Clinique privée; 8=Cabinet médical/dentaire/ ophtalmologie; 9=Cabinet de soins; 10=Pharmacie; 11=Clinique d'entreprise, autre privé ou ONG; 12=Chez le guérisseur/ tradipraticien"
"s03_me_sen2018.dta","s03q08","haven_labelled","3.08. Qui [NOM] a-t-il consulté la première fois pour cet épisode de maladie ?",66120,56618,11,"1=Médecin Spécialiste; 2=Médecin Généraliste; 3=Dentiste; 4=Infirmier(ère); 5=Sage-femme; 6=Aide-soignant; 7=Pharmacien; 8=Matrone; 9=Agent technique de Santé; 10=Autre personnel de santé; 11=Guérisseur/ Tradipraticien/ Marabout"
"s03_me_sen2018.dta","s03q09","haven_labelled","3.09. [NOM] a-t-il été satisfait du service reçu lors d cette 1ère consultation",66120,56618,4,"1=Très satisfait; 2=Satisfait; 3=Peu satisfait; 4=Pas du tout satisfait"
"s03_me_sen2018.dta","s03q10__1","haven_labelled","s03q10_1. Est c qu [NOM] a eu des pbs d'établissment pas propr durant sa visit?",66120,56618,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","s03q10__2","haven_labelled","s03q10_2. Est c qu [NOM] a eu des pbs de longues attentes durant sa visit?",66120,56618,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","s03q10__3","haven_labelled","s03q10_3. Est c qu [NOM] a eu des pbs de pers. non qualif. durant sa visit?",66120,56618,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","s03q10__4","haven_labelled","s03q10_4. Est c qu [NOM] a eu des pbs de chéreté du service durant sa visit?",66120,56618,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","s03q10__5","haven_labelled","s03q10_5. Est c qu [NOM] a eu des pbs d'absence de médic. durant sa visit?",66120,56618,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","s03q10__6","haven_labelled","s03q10_6. Est c qu [NOM] a eu des pbs de traitement inefficace durant sa visit?",66120,56618,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","s03q10__7","haven_labelled","s03q10_7. Est c qu [NOM] a eu des pbs de mauvais accueil durant sa visit?",66120,56618,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","s03q10__8","haven_labelled","s03q10_8. Est c qu [NOM] a eu des pbs d'absence du personnel durant sa visit?",66120,56618,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","s03q10__9","haven_labelled","s03q10_9. Est c qu [NOM] a eu des pbs d'autres types durant sa visit?",66120,56618,2,"0=Non; 1=Oui"
"s03_me_sen2018.dta","s03q11","haven_labelled","3.11 Distance entre le domicile et le lieu de la premiere consultation?",66120,56618,5,"1=Moins de  1 Km; 2=De 1 à moins de 2 Km; 3=De 2 à moins de 5 Km; 4=De 5 à moins de 10 Km; 5=10 Km ou plus"
"s03_me_sen2018.dta","s03q12","haven_labelled","3.12 A consulté un service de santé ou un guérisseur au cours des 3 drnrs mois?",66120,9523,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q13","numeric","3.13 Mtant des frais consultation d'un médecin généraliste des 3 derniers mois?",66120,57837,79,NA
"s03_me_sen2018.dta","s03q14","numeric","3.14 Mtant frais de consultation d'un médecin spécialiste des 3 derniers mois?",66120,56629,108,NA
"s03_me_sen2018.dta","s03q15","numeric","3.15 Montant des frais de consultation pour un dentiste des 3 derniers mois?",66120,59913,52,NA
"s03_me_sen2018.dta","s03q16","numeric","3.16. Mnt. dé frais d consultation d'1 guérisseur traditio dé 3 derniers mois",66120,59633,93,NA
"s03_me_sen2018.dta","s03q17","numeric","3.17 Montant des frais des examens médicaux et de soins des 3 derniers mois?",66120,59058,205,NA
"s03_me_sen2018.dta","s03q18","numeric","3.18 Montant des frais de médicaments des 3 derniers mois?",66120,54306,767,NA
"s03_me_sen2018.dta","s03q19","haven_labelled","3.19. [NOM] pb d santé durant les 12 drnrs mois qui a entrainé 1e hospita.?",66120,18,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q20","numeric","3.20. Combien de fois [NOM]  été hospitalisé  au cours dé 12 derniers mois",66120,64524,10,NA
"s03_me_sen2018.dta","s03q21","haven_labelled","3.21 .Dernier problème d santé pour lequel [NOM] a été hospitalisé",66120,64520,14,"1=Fièvre/Paludisme; 2=Diarrhée; 3=Accident/Blessure; 4=Problème dentaire; 5=Problème de peau; 6=Maladie des yeux; 7=Problème de tension; 8=Fièvre typhoïde; 9=Problème d'estomac; 10=Mal de gorge; 11=Toux, rhume, grippe; 12=Diabète; 13=Meningite; 14=Autre"
"s03_me_sen2018.dta","s03q22","numeric","3.22.Pr ce dern. pb d santé nécéssité hospit. Nbr. jrs [NOM] resté à hôpital ?",66120,64522,42,NA
"s03_me_sen2018.dta","s03q23","haven_labelled","3.23 .Où [NOM] a-t-il été hospitalisé pour ce dernier problème de santé ?",66120,64520,11,"1=Hôpital national; 2=Hôpital régional (y compris hôpital de police, militaire); 3=Centre de santé; 4=Poste de santé; 5=Case de santé; 6=Autre public (y compris maternité rurale); 7=Hôpital/Clinique privée; 8=Cabinet médical/dentaire/ ophtalmologie; 9=Cabinet de soins; 10=Clinique d'entreprise, autre privé ou ONG; 11=Chez le guérisseur/ tradipraticien"
"s03_me_sen2018.dta","s03q24","numeric","3.24 Montant des frais d'hospitalisation au cours des 12 derniers mois?",66120,64575,240,NA
"s03_me_sen2018.dta","s03q25","haven_labelled","3.25. [NOM] supprté frais appareils mdicaux thérapeut. durant les 12 drnrs mois",66120,18,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q26","numeric","3.26. Mntant des frais pour verres correcteurs, etc. durant lé 12 derniers mois",66120,65919,51,NA
"s03_me_sen2018.dta","s03q27","numeric","3.27. Montant dépensé durant les 12 derniers mois pour des béquilles, etc.",66120,65928,44,NA
"s03_me_sen2018.dta","s03q28","haven_labelled","3.28. [NOM] supporté dé frais d vaccination, etc. pdt lé 12 derniers mois?",66120,18,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q29","numeric","3.29. Quel est le montant des dépenses de vaccination?",66120,65222,58,NA
"s03_me_sen2018.dta","s03q30","numeric","3.30. Quel est le montant des dépenses de circoncision?",66120,65495,30,NA
"s03_me_sen2018.dta","s03q31","numeric","3.31. Quel est le montant des dépenses de bilan de santé (check up)?",66120,65485,82,NA
"s03_me_sen2018.dta","s03q32","haven_labelled","3.32. [NOM] est-il couvert par une assurance maladie?",66120,18,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q33","numeric","3.33. Quel est le taux de remboursement (couverture)?",66120,64727,24,NA
"s03_me_sen2018.dta","s03q34","haven_labelled","3.34. Qui parraine/finance l'assurance maladie de [NOM]?",66120,64706,6,"1=Privé (individuel); 2=Etat/programme; 3=Etat employeur; 4=Employeur; 5=Autre (à préciser); 6=Etat et privé"
"s03_me_sen2018.dta","s03q35","haven_labelled","3.35. Quel est le mode de remboursement?",66120,64706,3,"1=Avance de frais; 2=Tiers payant; 3=Les deux"
"s03_me_sen2018.dta","s03q36","haven_labelled","3.36. [NOM] bénéficie d'1e prise charge particulière (Mutuelle, consul. gén.)?",66120,18,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q37","haven_labelled","3.37 De quelle prise en charge s'agit-il?",66120,62915,7,"1=Mutuelle de santé; 2=Plan Sésame; 3=cmu; 4=Soins gratuits pour les enfants; 5=Césarienne gratuite; 6=Dialyse gratuite; 7=Autre (à préciser)"
"s03_me_sen2018.dta","s03q38","haven_labelled","3.38.[NOM] dort-il habituellement sous une moustiquaire?",66120,18,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q39","haven_labelled","3.39. [NOM] a-t-il dormi sous 1 moustiqu. imprégnée/simple la nuit dernière ?",66120,18,2,"1=Oui; 2=Non"
"s03_me_sen2018.dta","s03q40","haven_labelled","3.40 En dehors moustiqua., moyen princip que [NOM] utilise pr protec moustiqu.?",66120,18,6,"1=Insecticides; 2=Crèmes anti-Moustiques; 3=Spirales; 4=Grillage sur les fenêtres; 5=Autres; 6=Rien"
"s03_me_sen2018.dta","s03q41","haven_labelled","3.41 Est-ce que [NOM] a des difficultés pour voir, même avec des lunettes ?",66120,4961,5,"1=Non, aucune difficulté; 2=Oui, un peu de difficultés; 3=Oui, beaucoup de difficultés; 4=Ne peut pas du tout"
"s03_me_sen2018.dta","s03q42","haven_labelled","3.42. Est-ce que [NOM] a difficultés pour entendre même avec 1 aide auditive",66120,4961,5,"1=Non, aucune difficulté; 2=Oui, un peu de difficultés; 3=Oui, beaucoup de difficultés; 4=Ne peut pas du tout"
"s03_me_sen2018.dta","s03q43","haven_labelled","3.43. Est-ce que [NOM] a des difficultés pour marcher ou monter les escaliers ?",66120,4961,5,"1=Non, aucune difficulté; 2=Oui, un peu de difficultés; 3=Oui, beaucoup de difficultés; 4=Ne peut pas du tout"
"s03_me_sen2018.dta","s03q44","haven_labelled","3.44. Est-ce que [NOM] a des difficultés pour se rappeler ou se concentrer ?",66120,4961,5,"1=Non, aucune difficulté; 2=Oui, un peu de difficultés; 3=Oui, beaucoup de difficultés; 4=Ne peut pas du tout"
"s03_me_sen2018.dta","s03q45","haven_labelled","3.45. Est-ce que [NOM] a difficultés pr accomplir dé tâches com. s laver, etc",66120,4961,5,"1=Non, aucune difficulté; 2=Oui, un peu de difficultés; 3=Oui, beaucoup de difficultés; 4=Ne peut pas du tout"
"s03_me_sen2018.dta","s03q46","haven_labelled","3.46. [NOM] difficultés pour communiquer, etc. dans sa langue usuelle?",66120,4961,5,"1=Non, aucune difficulté; 2=Oui, un peu de difficultés; 3=Oui, beaucoup de difficultés; 4=Ne peut pas du tout"
"s04_co_sen2018.dta","grappe","numeric","grappe",1291,0,598,NA
"s04_co_sen2018.dta","vague","numeric","Vague",1291,0,2,NA
"s04_co_sen2018.dta","s04q01__1","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?: Route/Piste: Construction",1291,14,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__2","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?:Route/Piste:Etretien/rparation",1291,15,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__3","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?: Pont: Construction",1291,13,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__4","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?: Pont: Entretien ou réparation",1291,14,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__5","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?: École Primaire: Construction",1291,12,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__6","haven_labelled",".4.01.5drnrs an, a-t-on cnstruit/fait réparer?:École Primaire: Entret ou répara",1291,6,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__7","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?:Étblissment Second:Construction",1291,13,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__8","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?:Étblissmt Secd: Entret/réparat",1291,12,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__9","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?:Structure de Santé:Construction",1291,19,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__10","haven_labelled",".4.01.5drnrs an, a-t-on cstruit/fait réparer?:Strcture de Santé: Entret/réparat",1291,6,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__11","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?:Forage/Puits:Construction",1291,15,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__12","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?:Forage/Puits:Entretien/réparat",1291,19,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__13","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?:Marché de détail",1291,14,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__14","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?: Centre communautaire",1291,14,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__15","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?: Parc de vaccination de bétail",1291,15,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__16","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?: Banque céréalière",1291,15,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__17","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?: Latrine publique",1291,15,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q01__18","haven_labelled",".4.01.5drnrs an, a-t-on construit/fait réparer?:Autres (à préciser)",1291,21,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q02","haven_labelled","4.02. Qt ctruir ou fair rprer [LIBELLE] ds com a-t-l été slvé par une prs com?",1291,135,2,"1=Oui; 2=Non"
"s04_co_sen2018.dta","s04q03","haven_labelled","4.03. Qui ou quel groupe de la communauté a soulevé cette question en premier?",1291,574,12,"1=Une personne; 2=Chef du village/canton/quartier; 3=Comité de développement villageois/CDQ; 4=Comité d'école; 5=Comité de santé; 6=Comité de gestion d'eau; 7=Coopérative agricole; 8=Agent d'encadrement agricole; 9=ONG/organisation religieuse ou internationale; 10=Agent municipal; 11=Fonctionnaire au niveau régional ou départemental; 12=Groupement Féminin; 13=Autre (à préciser)"
"s04_co_sen2018.dta","s04q03_autre","character","4.03.autre. Précisez",1291,0,11,NA
"s04_co_sen2018.dta","s04q04","haven_labelled","4.04. Y a-t-il eu des discussions dans la communauté au sujet  %rostertitle% ?",1291,135,2,"1=Oui; 2=Non"
"s04_co_sen2018.dta","s04q05__1","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Chef du village/canton/quartier",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__2","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Comité vilageois de dévelop",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__3","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Comité de gestion d'école",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__4","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Comité de gestion de santé",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__5","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Comité de gestion d'eau",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__6","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Coopérative agricole",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__7","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Agent d'encadrement agricole",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__8","haven_labelled","4.05. Qui a (ont) participé à ces discussion?:ONG/organisat0 relig ou int",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__9","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Agent municipal",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__10","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Fonctionaire au niveau régional",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__11","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Groupement Féminin",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05__12","haven_labelled","4.05. Qui a (ont)  participé à ces discussions?:Autre (à préciser)",1291,604,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q05_autre","character","4.05.autre. Précisez",1291,0,1,NA
"s04_co_sen2018.dta","s04q06","haven_labelled","4.06. Suite discusion, com a-t-el dcidé de mt en œvr un projet sur [LIBELLE]?",1291,604,2,"1=Oui; 2=Non"
"s04_co_sen2018.dta","s04q07__1","haven_labelled","4.07. Com rché RF, CT ou Mt aprè décis faire [INFRA]:auprès AutorTradi Cantonal",1291,773,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q07__2","haven_labelled","4.07. Com rché RF, CT ou Mt aprè décis faire [INFRA]:auprès Autor Minpal",1291,773,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q07__3","haven_labelled","4.07. Com rché RF, CT ou Mt aprè décis faire [INFRA]:auprès AutorRég/dprt",1291,773,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q07__4","haven_labelled","4.07. Com rché RF, CT ou Mt aprè décis faire [INFRA]:auprès Autr prs inflt",1291,773,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q07__5","haven_labelled","4.07. Com rché RF, CT ou Mt aprè décis faire [INFRA]:auprès Diaspora",1291,773,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q07__6","haven_labelled","4.07. Com rché RF, CT ou Mt aprè décis faire [INFRA]:auprès Ressortissants",1291,773,2,"0=Non; 1=Oui"
"s04_co_sen2018.dta","s04q07__7","haven_labelled","4.07. Com rché RF, CT ou Mt aprè décis faire [INFRA]:auprès ONG/Org rlg/int",1291,773,2,"0=Non; 1=Oui"
