"fichier","variable","type","label","n_obs","n_manquants","n_modalites","modalites"
"ehcvm_individu_sen2018.dta","resid","haven_labelled","Resident",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","sexe","haven_labelled","Genre",66120,2,2,"1=Masculin; 2=Féminin"
"ehcvm_individu_sen2018.dta","age","numeric","Age en annees",66120,7,103,NA
"ehcvm_individu_sen2018.dta","lien","haven_labelled","Lien de parente",66120,4,10,"1=Chef de ménage; 2=Conjoint ( e ); 3=Fils, Fille; 4=Père, Mère; 5=Petit fils, petite fille; 6=Grand-parents; 7=Frère, sœur; 8=Autres Parents du CM/Conjoint; 9=Personne non apparentée au CM/Conjoint; 10=Domestique ou parent du domestique"
"ehcvm_individu_sen2018.dta","mstat","haven_labelled","Situation de famille",66120,5,7,"1=Célibataire; 2=Marié(e) monogame; 3=Marié(e) polygame; 4=Union libre; 5=Veuf(ve); 6=Divorcé(e); 7=Séparé(e)"
"ehcvm_individu_sen2018.dta","religion","haven_labelled","Religion",66120,0,5,"1=Musulman; 2=Chrétien; 3=Animiste; 4=Autre Réligion; 5=Sans Réligion"
"ehcvm_individu_sen2018.dta","nation","haven_labelled","Nationalité",66120,9,12,"1=Benin; 2=Burkina Faso; 3=Côte d'Ivoire; 4=Guinée Bissau; 5=Mali; 6=Niger; 7=Sénégal; 8=Togo; 9=Nigéria; 10=Autre CEDEAO; 11=Autre Afrique; 12=Autre pays hors Afrique"
"ehcvm_individu_sen2018.dta","agemar","numeric","Age premier marriage",66120,42322,49,NA
"ehcvm_individu_sen2018.dta","mal30j","haven_labelled","Prob. sante 30 dern. jours",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","aff30j","haven_labelled","probleme sante",66120,50749,18,"1=Fièvre/Paludisme; 2=Diarrhée; 3=Accident/Blessure; 4=Problème dentaire; 5=Problème de peau; 6=Maladie des yeux; 7=Problème de tension; 8=Fièvre typhoïde; 9=Problème d'estomac; 10=Mal de gorge; 11=Toux, rhume; 12=Diabète; 13=Meningite; 14=Autre; 15=Maux de ventre; 16=Maux de tête; 17=Hémorroïde; 18=Règles douloureuses"
"ehcvm_individu_sen2018.dta","arrmal","haven_labelled","Arret activite pour maladie",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","durarr","haven_labelled","Duree arret activite pour maladie",66120,56893,3,"1=Moins d'une semaine; 2=Entre une et deux semaines; 3=Plus de deux semaines"
"ehcvm_individu_sen2018.dta","con30j","haven_labelled","Consulte 30 dern. jours",66120,50749,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","hos12m","haven_labelled","Hospitalisation 12 der. mois",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","couvmal","haven_labelled","Indivu couverture maladie",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","moustiq","haven_labelled","Dormi moustiquire nuit dern.",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","handit","haven_labelled","Handicap tout niveau",66120,10160,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","handig","haven_labelled","Handicap majeur seul",66120,10160,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","alfab","haven_labelled","Alphabetisation",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","scol","haven_labelled","Freq. ecole 2017/18",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","educ_scol","haven_labelled","Niv. educ. actuel",66120,49655,8,"1=Maternelle; 2=Primaire; 3=Secondaire 1 (Post Primaire) Général; 4=Secondaire 1 (Post Primaire) Technique; 5=Secondaire 2 Général; 6=Secondaire 2 Technique; 7=Post-secondaire (préparation diplômes niveau BAC+2); 8=Supérieur"
"ehcvm_individu_sen2018.dta","educ_hi","haven_labelled","Niv. educ. acheve",66120,4,9,"1=Aucun; 2=Maternelle; 3=Primaire; 4=Second. gl 1; 5=Second. tech. 1; 6=Second. gl 2; 7=Second. tech. 2; 8=Postsecondaire; 9=Superieur"
"ehcvm_individu_sen2018.dta","diplome","haven_labelled","Diplome plus eleve",66120,0,11,"0=Aucun; 1=CEP/CFEE; 2=BEPC/BFEM; 3=cap; 4=bt; 5=bac; 6=DEUG, DUT, BTS; 7=Licence; 8=Maitrise; 9=Master/DEA/DESS; 10=Doctorat/Phd"
"ehcvm_individu_sen2018.dta","telpor","haven_labelled","Individu a telephone portable",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","internet","haven_labelled","Individu a acces internet",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","activ7j","haven_labelled","Situation activite 7 derniers jours",66120,0,6,"1=Occupe; 2=Chomeur; 3=TF cherchant emploi; 4=TF cherchant pas; 5=Inactif; 6=Moins de 5 ans"
"ehcvm_individu_sen2018.dta","activ12m","haven_labelled","Situation activite 12 derniers mois",66120,0,4,"1=Occupe; 2=Trav. fam.; 3=Non occupe; 4=Moins de 5 ans"
"ehcvm_individu_sen2018.dta","branch","haven_labelled","Branche activite",66120,45549,12,"1=Agriculture; 2=Elevage/peche; 3=Indust. extr.; 4=Autr. indust.; 5=btp; 6=Commerce; 7=Restaurant/Hotel; 8=Trans./Comm.; 9=Education/Sante; 10=Services perso.; 11=Aut. services"
"ehcvm_individu_sen2018.dta","sectins","haven_labelled","Secteur institutionnel",66120,45551,6,"1=Etat/Collectivités locales; 2=Entreprise publique/ parapublique; 3=Entreprise Privée; 4=Entreprise associative; 5=Ménage comme employeur de personnel domestique; 6=Organisme international /Ambassade"
"ehcvm_individu_sen2018.dta","csp","haven_labelled","Categorie socioprofessionnelle",66120,45549,10,"1=Cadre supérieur; 2=Cadre moyen/agent de maîtrise; 3=Ouvrier ou employé qualifié; 4=Ouvrier ou employé non qualifié; 5=Manœuvre, aide ménagère; 6=Stagiaire ou Apprenti rénuméré; 7=Stagiaire ou Apprenti non rénuméré; 8=Travailleur familial contribuant à une entreprise familiale; 9=Travailleur pour compte propre; 10=Patron"
"ehcvm_individu_sen2018.dta","volhor","numeric","Horaire an. travail empl. prin.",66120,49069,712,NA
"ehcvm_individu_sen2018.dta","salaire","numeric","Salaire an. empl. prin.",66120,60535,821,NA
"ehcvm_individu_sen2018.dta","emploi_sec","haven_labelled","A un emploi secondaire 12 mois",66120,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2018.dta","sectins_sec","haven_labelled","Secteur instit. emploi sec.",66120,63115,6,"1=Etat/Collectivités locales; 2=Entreprise publique/ parapublique; 3=Entreprise privée; 4=Entreprise associative; 5=Ménage comme employeur de personnel domestique; 6=Organisme international. /Ambassade"
"ehcvm_individu_sen2018.dta","csp_sec","haven_labelled","CSP emploi sec.",66120,63115,10,"1=Cadre supérieur; 2=Cadre moyen/agent de maîtrise; 3=Ouvrier ou employé qualifié; 4=Ouvrier ou employé non qualifié; 5=Manœuvre, aide-ménagère; 6=Stagiaire ou Apprenti rémunéré; 7=Stagiaire ou Apprenti non rémunéré; 8=Travailleur familial contribuant à une entreprise familiale; 9=Travailleur pour compte propre; 10=Patron"
"ehcvm_individu_sen2018.dta","volhor_sec","numeric","Horaire an. travail emploi sec.",66120,63122,265,NA
"ehcvm_individu_sen2018.dta","salaire_sec","numeric","Salaire an. emploi sec.",66120,65786,114,NA
"ehcvm_individu_sen2018.dta","bank","haven_labelled","compte banque ou autre",66120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","country","character",NA,7156,0,1,NA
"ehcvm_menage_sen2018.dta","hhid","numeric","Identifiant menage",7156,0,7156,NA
"ehcvm_menage_sen2018.dta","logem","haven_labelled","Occupation logement",7156,0,4,"1=Proprietaire titre; 2=Proprietaire sans titre; 3=Locataire; 4=Autre"
"ehcvm_menage_sen2018.dta","mur","haven_labelled","Mur en materiaux definitifs",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","toit","haven_labelled","toit en materiaux definitifs",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","sol","haven_labelled","Sol en materiaux definitifs",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","eauboi_ss","haven_labelled","eau potable saison seche",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","eauboi_sp","haven_labelled","eau potable saison pluie",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","elec_ac","haven_labelled","Acces reseau electrique",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","elec_ur","haven_labelled","Utilise elec. reseau",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","elec_ua","haven_labelled","Utilise elec. solaire/groupe",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","ordure","haven_labelled","Déchets évacués sainement",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","toilet","haven_labelled","Toilettes saines",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","eva_toi","haven_labelled","Excréments évacués sainement",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","eva_eau","haven_labelled","Eaux usées évacuées sainement",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","tv","haven_labelled","Menage a TV",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","fer","haven_labelled","Menage a fer electrique",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","frigo","haven_labelled","Menage a frigo/congel",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","cuisin","haven_labelled","Menage a cuisiniere elec/gaz",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","ordin","haven_labelled","Menage a ordinateur",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","decod","haven_labelled","Menage a decodeur/antenne",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","car","haven_labelled","Menage a voiture",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","superf","numeric","Superficie agricole",7156,4222,2671,NA
"ehcvm_menage_sen2018.dta","grosrum","numeric","Nbr gros ruminants",7156,0,83,NA
"ehcvm_menage_sen2018.dta","petitrum","numeric","Nbr petits ruminants",7156,0,105,NA
"ehcvm_menage_sen2018.dta","porc","numeric","Nbr porcs",7156,0,24,NA
"ehcvm_menage_sen2018.dta","lapin","numeric","Nbr lapins",7156,0,10,NA
"ehcvm_menage_sen2018.dta","volail","numeric","Nbr volailles",7156,0,88,NA
"ehcvm_menage_sen2018.dta","sh_id_demo","haven_labelled","Choc idio démographique",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","sh_co_natu","haven_labelled","Choc covariant naturel",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","sh_co_eco","haven_labelled","Choc covariant économique",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","sh_id_eco","haven_labelled","Choc idio économique",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","sh_co_vio","haven_labelled","Choc covariant violence",7156,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2018.dta","sh_co_oth","haven_labelled","Autres Chocs",7156,0,2,"0=Non; 1=Oui"
"ehcvm_ponderations_sen2018.dta","grappe","numeric","N° GRAPPE",598,0,598,NA
"ehcvm_ponderations_sen2018.dta","hhweight","numeric",NA,598,0,596,NA
"ehcvm_welfare_sen2018.dta","country","character","Pays",7156,0,1,NA
"ehcvm_welfare_sen2018.dta","year","numeric","Annee enquete",7156,0,1,NA
"ehcvm_welfare_sen2018.dta","hhid","numeric","Idenfiant menage",7156,0,7156,NA
"ehcvm_welfare_sen2018.dta","grappe","numeric","Numero grappe",7156,0,598,NA
"ehcvm_welfare_sen2018.dta","menage","numeric","Numero menage",7156,0,12,NA
"ehcvm_welfare_sen2018.dta","vague","numeric","Vague",7156,0,2,NA
"ehcvm_welfare_sen2018.dta","zae","numeric","Zone agroecologique",7156,0,6,NA
"ehcvm_welfare_sen2018.dta","region","haven_labelled","Region residence",7156,0,14,"1=dakar; 2=ziguinchor; 3=diourbel; 4=SAINT-LOUIS; 5=tambacounda; 6=kaolack; 7=thies; 8=louga; 9=fatick; 10=kolda; 11=matam; 12=kaffrine; 13=kedougou; 14=sedhiou"
"ehcvm_welfare_sen2018.dta","milieu","haven_labelled","Milieu residence",7156,0,2,"1=Urbain; 2=Rural"
"ehcvm_welfare_sen2018.dta","hhweight","numeric","Ponderation menage",7156,0,596,NA
"ehcvm_welfare_sen2018.dta","hhsize","numeric","Taille menage",7156,0,48,NA
"ehcvm_welfare_sen2018.dta","eqadu1","numeric","Nbr adultes-equiv. FAO",7156,0,2715,NA
"ehcvm_welfare_sen2018.dta","eqadu2","numeric","Nbr adultes-equiv. alt.",7156,0,203,NA
"ehcvm_welfare_sen2018.dta","hgender","haven_labelled","Genre du CM",7156,0,2,"1=Masculin; 2=Féminin"
"ehcvm_welfare_sen2018.dta","hage","numeric","Age du CM",7156,0,82,NA
"ehcvm_welfare_sen2018.dta","hmstat","haven_labelled","Situation famille du CM",7156,2,7,"1=Célibataire; 2=Marié(e) monogame; 3=Marié(e) polygame; 4=Union libre; 5=Veuf(ve); 6=Divorcé(e); 7=Séparé(e)"
"ehcvm_welfare_sen2018.dta","hreligion","haven_labelled","Religion du CM",7156,0,5,"1=Musulman; 2=Chrétien; 3=Animiste; 4=Autre Réligion; 5=Sans Réligion"
"ehcvm_welfare_sen2018.dta","hnation","haven_labelled","Nationalite du CM",7156,0,10,"1=Benin; 2=Burkina Faso; 3=Côte d'Ivoire; 4=Guinée Bissau; 5=Mali; 6=Niger; 7=Sénégal; 8=Togo; 9=Nigéria; 10=Autre CEDEAO; 11=Autre Afrique; 12=Autre pays hors Afrique"
"ehcvm_welfare_sen2018.dta","halfab","haven_labelled","Alphabetisation du CM",7156,0,2,"0=Non; 1=Oui"
"ehcvm_welfare_sen2018.dta","heduc","haven_labelled","Education du CM",7156,0,9,"1=Aucun; 2=Maternelle; 3=Primaire; 4=Second. gl 1; 5=Second. tech. 1; 6=Second. gl 2; 7=Second. tech. 2; 8=Postsecondaire; 9=Superieur"
"ehcvm_welfare_sen2018.dta","hdiploma","haven_labelled","Diplome du CM",7156,0,11,"0=Aucun; 1=CEP/CFEE; 2=BEPC/BFEM; 3=cap; 4=bt; 5=bac; 6=DEUG, DUT, BTS; 7=Licence; 8=Maitrise; 9=Master/DEA/DESS; 10=Doctorat/Phd"
"ehcvm_welfare_sen2018.dta","hhandig","haven_labelled","Handicap majeur CM",7156,0,2,"0=Non; 1=Oui"
"ehcvm_welfare_sen2018.dta","hactiv7j","haven_labelled","Activite 7 jours du CM",7156,0,5,"1=Occupe; 2=Chomeur; 3=TF cherchant emploi; 4=TF cherchant pas; 5=Inactif; 6=Moins de 5 ans"
"ehcvm_welfare_sen2018.dta","hactiv12m","haven_labelled","Activite 12 mois du CM",7156,0,3,"1=Occupe; 2=Trav. fam.; 3=Non occupe; 4=Moins de 5 ans"
"ehcvm_welfare_sen2018.dta","hbranch","haven_labelled","Branche activite du CM",7156,1722,11,"1=Agriculture; 2=Elevage/peche; 3=Indust. extr.; 4=Autr. indust.; 5=btp; 6=Commerce; 7=Restaurant/Hotel; 8=Trans./Comm.; 9=Education/Sante; 10=Services perso.; 11=Aut. services"
"ehcvm_welfare_sen2018.dta","hsectins","haven_labelled","Secteur instit. du CM",7156,1722,6,"1=Etat/Collectivités locales; 2=Entreprise publique/ parapublique; 3=Entreprise Privée; 4=Entreprise associative; 5=Ménage comme employeur de personnel domestique; 6=Organisme international /Ambassade"
"ehcvm_welfare_sen2018.dta","hcsp","haven_labelled","CSP du CM",7156,1722,10,"1=Cadre supérieur; 2=Cadre moyen/agent de maîtrise; 3=Ouvrier ou employé qualifié; 4=Ouvrier ou employé non qualifié; 5=Manœuvre, aide ménagère; 6=Stagiaire ou Apprenti rénuméré; 7=Stagiaire ou Apprenti non rénuméré; 8=Travailleur familial contribuant à une entreprise familiale; 9=Travailleur pour compte propre; 10=Patron"
"ehcvm_welfare_sen2018.dta","dali","numeric","Conso annuelle alim. menage",7156,0,7154,NA
"ehcvm_welfare_sen2018.dta","dnal","numeric","Conso annuelle non alim. menage",7156,0,7156,NA
"ehcvm_welfare_sen2018.dta","dtot","numeric","Conso annuelle totale menage",7156,0,7155,NA
"ehcvm_welfare_sen2018.dta","pcexp","numeric","Indicateur de bien-être",7156,0,7156,NA
"ehcvm_welfare_sen2018.dta","zzae","numeric",NA,7156,0,11,NA
"ehcvm_welfare_sen2018.dta","zref","numeric","Seuil pauvrete national",7156,0,1,NA
"ehcvm_welfare_sen2018.dta","def_spa","numeric","Deflateur spatial",7156,0,11,NA
"ehcvm_welfare_sen2018.dta","def_temp","numeric","Deflateur temporel",7156,0,6,NA
"grappe_gps_sen2018.dta","grappe","numeric","grappe",598,0,598,NA
"grappe_gps_sen2018.dta","vague","numeric","Vague",598,0,2,NA
"grappe_gps_sen2018.dta","coordonnes_gps__Latitude","numeric","COORDONNEES GPS DU VILLAGE OU DU QUARTIER: Latitude",598,27,565,NA
"grappe_gps_sen2018.dta","coordonnes_gps__Longitude","numeric","COORDONNEES GPS DU VILLAGE OU DU QUARTIER: Longitude",598,27,565,NA
"grappe_gps_sen2018.dta","coordonnes_gps__Accuracy","numeric","COORDONNEES GPS DU VILLAGE OU DU QUARTIER: Accuracy",598,27,140,NA
"grappe_gps_sen2018.dta","coordonnes_gps__Altitude","numeric","COORDONNEES GPS DU VILLAGE OU DU QUARTIER: Altitude",598,27,308,NA
"grappe_gps_sen2018.dta","coordonnes_gps__Timestamp","character","COORDONNEES GPS DU VILLAGE OU DU QUARTIER: Timestamp",598,0,571,NA
"s00_me_sen2018.dta","vague","numeric","Vague",7156,0,2,NA
"s00_me_sen2018.dta","grappe","numeric","grappe",7156,0,598,NA
"s00_me_sen2018.dta","menage","numeric","Identifiant du ménage",7156,0,12,NA
"s00_me_sen2018.dta","s00q00","haven_labelled","0.00. Pays",7156,0,1,"1=Benin; 2=Burkina Faso; 3=Côte d'Ivoire; 4=Guinée Bissau; 5=Mali; 6=Niger; 7=Sénégal; 8=Togo; 9=Guinée; 10=Tchad"
"s00_me_sen2018.dta","s00q01","haven_labelled","0.01. Région",7156,0,14,"1=dakar; 2=ziguinchor; 3=diourbel; 4=SAINT-LOUIS; 5=tambacounda; 6=kaolack; 7=thies; 8=louga; 9=fatick; 10=kolda; 11=matam; 12=kaffrine; 13=kedougou; 14=sedhiou"
"s00_me_sen2018.dta","s00q02","haven_labelled","0.02. Département",7156,0,45,"[45 modalites]"
"s00_me_sen2018.dta","s00q04","haven_labelled","0.04. Milieu de résidence",7156,0,2,"1=Urbain; 2=Rural"
"s00_me_sen2018.dta","s00q06_cons","character","0.06_cons. Numéro de la concession",7156,0,227,NA
"s00_me_sen2018.dta","s00q08","haven_labelled","0.08. Résultat de l'interview",7156,11,2,"1=Rempli, ménage sélectionné; 2=Rempli, ménage de remplacement; 3=Non rempli"
"s00_me_sen2018.dta","s00q09","haven_labelled","0.09. Motif",7156,7156,0,"1=Abandon; 2=Refus; 3=Logement Vacant"
"s00_me_sen2018.dta","s00q22","numeric","0.22. Nombre de visites nécessaires pour administrer le questionnaire",7156,3569,8,NA
"s00_me_sen2018.dta","s00q23a","character","0.23a Date de début de la premiere visite",7156,0,7151,NA
"s00_me_sen2018.dta","s00q24a","character","0.24a Date de début de la deuxième visite",7156,0,7149,NA
"s00_me_sen2018.dta","s00q25a","character","0.25a Date de début de la troisième visite",7156,0,7148,NA
"s00_me_sen2018.dta","s00q23b","character","0.23b. Date de fin de la premiere visite",7156,0,7148,NA
"s00_me_sen2018.dta","s00q24b","character","0.24b. Date de fin de la deuxieme visite",7156,0,7141,NA
"s00_me_sen2018.dta","s00q25b","character","0.25b. Date de fin de la troisieme visite",7156,0,7135,NA
"s00_me_sen2018.dta","s00q28","haven_labelled","0.28 Langue de l'interview",7156,1,10,"1=Français; 2=Wolof; 3=Poular/peul; 4=Sérère; 5=Manding/Socé; 6=Soninké/Sarakholé/bambara; 7=Diola; 8=Balante; 9=Mandjack/Mancagne; 10=Autre Langue"
"s00_me_sen2018.dta","s00q27","haven_labelled","0.27. Résultat du questionnaire",7156,3,2,"1=Complet; 2=Partiel"
"s00a_co_sen2018.dta","grappe","numeric","grappe",598,0,598,NA
"s00a_co_sen2018.dta","vague","numeric","Vague",598,0,2,NA
"s00b_co_sen2018.dta","grappe","numeric","grappe",5105,0,598,NA
"s00b_co_sen2018.dta","vague","numeric","Vague",5105,0,2,NA
"s00b_co_sen2018.dta","s00q02","haven_labelled","0.02. Sexe",5105,0,2,"1=Masculin; 2=Féminin"
"s00b_co_sen2018.dta","s00q03","numeric","0.03. Quel âge avez-vous?",5105,0,77,NA
"s00b_co_sen2018.dta","s00q04__1","haven_labelled","0.04.Fonction occup actu dans communauté?:Chef de village",5105,0,2,"0=Non; 1=Oui"
"s00b_co_sen2018.dta","s00q04__2","haven_labelled","0.04.Fonction occup actu dans communauté?:Notable/conseiller",5105,0,2,"0=Non; 1=Oui"
"s00b_co_sen2018.dta","s00q04__3","haven_labelled","0.04.Fonction occup actu dans communauté?:Personnel enseignant",5105,0,2,"0=Non; 1=Oui"
"s00b_co_sen2018.dta","s00q04__4","haven_labelled","0.04.Fonction occup actu dans communauté?:Personnel de santé",5105,0,2,"0=Non; 1=Oui"
"s00b_co_sen2018.dta","s00q04__5","haven_labelled","0.04.Fonction occup actu dans communauté?:Agent d'agriculture",5105,0,2,"0=Non; 1=Oui"
"s00b_co_sen2018.dta","s00q04__6","haven_labelled","0.04.Fonction occup actu dans communauté?:Homme d'affaires",5105,0,2,"0=Non; 1=Oui"
"s00b_co_sen2018.dta","s00q04__7","haven_labelled","0.04.Fonction occup actu dans communauté?:Chef religieux",5105,0,2,"0=Non; 1=Oui"
"s00b_co_sen2018.dta","s00q04__8","haven_labelled","0.04.Fonction occup actu dans communauté?:Chef coutumier",5105,0,2,"0=Non; 1=Oui"
"s00b_co_sen2018.dta","s00q04__9","haven_labelled","0.04.Fonction occup actu dans communauté?:Autre (à préciser)",5105,0,2,"0=Non; 1=Oui"
"s00b_co_sen2018.dta","s00q05","numeric","0.05. Depuis combien d'années vivez-vous dans cette communauté?",5105,0,92,NA
"s00b_co_sen2018.dta","s00q06","haven_labelled","0.06. Quel est votre niveau d'instruction le plus élevé?",5105,0,5,"1=Aucun; 2=Primaire; 3=Secondaire 1 (Moyen); 4=Secondaire 2; 5=Supérieur"
"s01_co_sen2018.dta","grappe","numeric","grappe",598,0,598,NA
"s01_co_sen2018.dta","vague","numeric","Vague",598,0,2,NA
"s01_co_sen2018.dta","s01q01","numeric","1.01. Combien de personnes vivent dans ce village/quartier?",598,33,277,NA
"s01_co_sen2018.dta","s01q02__1","haven_labelled","1.02.Wolof-Principale langue parlée dans ce village/quartier",598,0,2,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__2","haven_labelled","1.02.Poular/Peul-Principale langue parlée dans ce village/quartier",598,0,2,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__3","haven_labelled","1.02.Sérère-Principale langue parlée dans ce village/quartier",598,0,2,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__4","haven_labelled","1.02.Manding/Soc-Principale langue parlée dans ce village/quartier",598,0,2,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__5","haven_labelled","1.02.Soninké-Principale langue parlée dans ce village/quartier",598,0,2,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__6","haven_labelled","1.02.Diola-Principale langue parlée dans ce village/quartier",598,0,2,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__7","haven_labelled","1.02.Balante-Principale langue parlée dans ce village/quartier",598,0,2,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__8","haven_labelled","1.02.Mancagne-Principale langue parlée dans ce village/quartier",598,0,2,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__9","haven_labelled","1.02.Manjack-Principale langue parlée dans ce village/quartier",598,0,1,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__10","haven_labelled","1.02.Maure-Principale langue parlée dans ce village/quartier",598,0,1,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02__11","haven_labelled","1.02.Autre(préciser)-Principale langue parlée dans ce village/quartier",598,0,2,"0=Non; 1=Oui"
"s01_co_sen2018.dta","s01q02_autre","character","1.02.autre. Précisez",598,0,2,NA
