"fichier","variable","type","label","n_obs","n_manquants","n_modalites","modalites"
"calorie_conversion_wa_2021.dta","codpr","numeric","codpr",177,0,177,NA
"calorie_conversion_wa_2021.dta","prodlab","character","prodlab",177,0,177,NA
"calorie_conversion_wa_2021.dta","refuse","numeric","refuse",177,0,27,NA
"calorie_conversion_wa_2021.dta","cal","numeric","cal",177,0,111,NA
"ehcvm_conso_sen2021.dta","country","character","Pays",545801,0,1,NA
"ehcvm_conso_sen2021.dta","year","numeric","Annee enquête",545801,0,1,NA
"ehcvm_conso_sen2021.dta","hhid","numeric","Identifiant unique menage",545801,0,7120,NA
"ehcvm_conso_sen2021.dta","vague","numeric","Vague",545801,0,2,NA
"ehcvm_conso_sen2021.dta","grappe","numeric","Numero grappe",545801,0,596,NA
"ehcvm_conso_sen2021.dta","menage","numeric","Numero menage",545801,0,19,NA
"ehcvm_conso_sen2021.dta","region","haven_labelled","Region résidence",545801,0,14,"1=Dakar; 2=Ziguinchor; 3=Diourbel; 4=St-Louis; 5=Tambacounda; 6=Kaolack; 7=Thiès; 8=Louga; 9=Fatick; 10=Kolda; 11=Matam; 12=Kaffrine; 13=Kedougou; 14=Sedhiou"
"ehcvm_conso_sen2021.dta","milieu","haven_labelled","0.04. Milieu de résidence",545801,0,2,"1=Urbain; 2=Rural"
"ehcvm_conso_sen2021.dta","hhweight","numeric","Ponderation",545801,0,1012,NA
"ehcvm_conso_sen2021.dta","codpr","haven_labelled","Code produit",545801,0,439,"[447 modalites]"
"ehcvm_conso_sen2021.dta","inclus","numeric","item is included in the final consumption aggregate",545801,0,2,NA
"ehcvm_conso_sen2021.dta","coicop","haven_labelled","one-digit COICOP coding of item",545801,0,15,"1=food/bev; 2=alcohol/tobacco; 3=clothing/footwear; 4=housing/utilities; 5=furnishings/equipment; 6=health; 7=transport; 8=info/comm; 9=recreation; 10=education; 11=restaurants; 12=insurance; 13=personal care; 98=not included; 99=NOT CONSUMPTION"
"ehcvm_conso_sen2021.dta","modep","haven_labelled","Mode d'acquisition",545801,0,5,"1=Achat; 2=Autoconso; 3=Don; 4=Valeur usage BD; 5=Loyer imputee"
"ehcvm_conso_sen2021.dta","depan","numeric","Depense annuelle",545801,0,35402,NA
"ehcvm_ihpc_sen2021.dta","annee","numeric","annee",60,0,5,NA
"ehcvm_ihpc_sen2021.dta","moislabel","Date","moislabel",60,0,60,NA
"ehcvm_ihpc_sen2021.dta","mois","numeric","mois",60,0,12,NA
"ehcvm_ihpc_sen2021.dta","ipc","numeric","serie_ansd",60,0,60,NA
"ehcvm_ihpc_sen2021.dta","serie_autre","numeric","serie_autre",60,0,58,NA
"ehcvm_individu_sen2021.dta","country","character","Pays",63530,0,1,NA
"ehcvm_individu_sen2021.dta","year","numeric","Annee enquete",63530,0,1,NA
"ehcvm_individu_sen2021.dta","vague","numeric","Vague",63530,0,2,NA
"ehcvm_individu_sen2021.dta","hhid","numeric","Idenfiant menage",63530,0,7120,NA
"ehcvm_individu_sen2021.dta","grappe","numeric","Numero de grappe",63530,0,596,NA
"ehcvm_individu_sen2021.dta","menage","numeric","Numero du menage",63530,0,19,NA
"ehcvm_individu_sen2021.dta","numind","numeric","Numero individu",63530,0,65,NA
"ehcvm_individu_sen2021.dta","zae","haven_labelled","Zone agroecologique",63530,0,6,"1=Kédougou; 3=Saint-Louis-Matam; 5=Thies-Diourbel-Louga; 7=Kaolack-Fatick-Kaffrine; 9=Ziguinchor-Tamba-Kolda-Sédhiou; 11=Dakar"
"ehcvm_individu_sen2021.dta","zaemil","numeric",NA,63530,0,11,NA
"ehcvm_individu_sen2021.dta","region","haven_labelled","Region residence",63530,0,14,"1=dakar; 2=ziguinchor; 3=diourbel; 4=SAINT-LOUIS; 5=tambacounda; 6=kaolack; 7=thies; 8=louga; 9=fatick; 10=kolda; 11=matam; 12=kaffrine; 13=kedougou; 14=sedhiou"
"ehcvm_individu_sen2021.dta","departement","haven_labelled","departement residence",63530,0,45,"[45 modalites]"
"ehcvm_individu_sen2021.dta","commune","character","commune residence",63530,0,364,NA
"ehcvm_individu_sen2021.dta","milieu","haven_labelled","0.04. Milieu de résidence",63530,0,2,"1=Urbain; 2=Rural"
"ehcvm_individu_sen2021.dta","hhweight","numeric","Ponderation menage",63530,0,1012,NA
"ehcvm_individu_sen2021.dta","resid","haven_labelled","Resident",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","sexe","haven_labelled","Genre",63530,0,2,"1=Masculin; 2=Féminin"
"ehcvm_individu_sen2021.dta","age","numeric","Age en annees",63530,0,106,NA
"ehcvm_individu_sen2021.dta","lien","haven_labelled","Lien de parente",63530,0,11,"1=Chef de ménage; 2=Conjoint ( e ); 3=Fils, Fille; 4=Père, Mère; 5=Petit fils, petite fille; 6=Grand-parents; 7=Frère, sœur; 8=Neveu/Nièce; 9=Autres Parents du CM/Conjoint; 10=Personne non apparentée au CM/Conjoint; 11=Domestique ou parent du domestique"
"ehcvm_individu_sen2021.dta","mstat","haven_labelled","Situation de famille",63530,16,7,"1=Célibataire; 2=Marié(e) monogame; 3=Marié(e) polygame; 4=Union libre; 5=Veuf(ve); 6=Divorcé(e); 7=Séparé(e)"
"ehcvm_individu_sen2021.dta","religion","haven_labelled","Religion",63530,742,5,"1=Musulman; 2=Chrétien; 3=Animiste; 4=Autre Réligion; 5=Sans Réligion"
"ehcvm_individu_sen2021.dta","ethnie","haven_labelled","Ethnie",63530,1141,13,"1=Wolof/Lébou; 2=Sérère; 3=Poular; 4=Soninké; 5=Diola; 6=Mandingue/Socé; 7=Balante; 8=Bambara; 9=Malinké; 10=Autres ethnies; 11=Naturalisé; 12=Mandiack/Mancagne; 13=Maure"
"ehcvm_individu_sen2021.dta","nation","haven_labelled","Nationalité",63530,742,15,"1=Bénin; 2=Burkina Faso; 3=Cape-vert; 4=Cote d'ivoire; 5=Gambie; 6=Ghana; 7=Guinee; 8=Guinée Bissau; 9=Liberia; 10=Mali; 11=Niger; 12=Nigeria; 13=Sénégal; 14=Serra-Leonne; 15=Togo; 17=Autre Afrique; 18=Autre pays hors Afrique"
"ehcvm_individu_sen2021.dta","agemar","numeric","Age premier marriage",63530,39532,50,NA
"ehcvm_individu_sen2021.dta","mal30j","haven_labelled","Prob. sante 30 dern. jours",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","aff30j","haven_labelled","probleme sante",63530,50518,20,"1=Fièvre/Paludisme; 2=Diarrhée; 3=Accident/Blessure; 4=Problème dentaire; 5=Problème de peau; 6=Maladie des yeux; 7=Problème de tension; 8=Fièvre typhoïde; 9=Problème d'estomac (ulcère, cancer, etc); 10=Mal de gorge; 11=Toux, rhume; 12=Diabète; 13=Meningite; 14=COVID-19; 15=Complications liées à grossesse ou à l'accouchement; 16=Douleurs/fatigue; 17=Anémie/drépanocytose; 18=Autre; 19=Maux de ventre; 20=Probleme respiratoire"
"ehcvm_individu_sen2021.dta","arrmal","haven_labelled","Arret activite pour maladie",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","durarr","haven_labelled","Duree arret activite pour maladie",63530,55700,3,"1=Moins d'une semaine; 2=Entre une et deux semaines; 3=Plus de deux semaines"
"ehcvm_individu_sen2021.dta","con30j","haven_labelled","Consulte 30 dern. jours",63530,50518,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","hos12m","haven_labelled","Hospitalisation 12 der. mois",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","couvmal","haven_labelled","Indivu couverture maladie",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","moustiq","haven_labelled","Dormi moustiquire nuit dern.",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","handit","haven_labelled","Handicap tout niveau",63530,7795,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","handig","haven_labelled","Handicap majeur seul",63530,7795,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","alfa","haven_labelled","Alphabet. lire/ecrire",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","alfa2","haven_labelled","Alphabet. lire/ecrire/comprend.",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","scol","haven_labelled","Freq. ecole 2020/21",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","educ_scol","haven_labelled","Niv. educ. actuel",63530,47255,8,"1=Maternelle; 2=Primaire; 3=Secondaire 1  (Post Primaire) générale; 4=Secondaire 1  (Post Primaire) technique; 5=Secondaire 2 générale; 6=Secondaire 2 technique; 7=Post secondaire (préparation de diplômes de niveau BAC+2); 8=Supérieur"
"ehcvm_individu_sen2021.dta","educ_hi","haven_labelled","Niv. educ. acheve",63530,0,9,"1=Aucun; 2=Maternelle; 3=Primaire; 4=Second. gl 1; 5=Second. tech. 1; 6=Second. gl 2; 7=Second. tech. 2; 8=Postsecondaire; 9=Superieur"
"ehcvm_individu_sen2021.dta","diplome","haven_labelled","Diplome plus eleve",63530,0,11,"0=Aucun; 1=cepe; 2=bepc; 3=cap; 4=bt; 5=bac; 6=DEUG, DUT, BTS; 7=Licence; 8=Maitrise; 9=Master/DEA/DESS; 10=Doctorat/Phd"
"ehcvm_individu_sen2021.dta","telpor","haven_labelled","Individu a telephone portable",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","internet","haven_labelled","Individu a acces internet",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","activ7j","haven_labelled","Situation activite 7 derniers jours",63530,0,6,"1=Occupe; 2=TF cherchant emploi; 3=TF cherchant pas; 4=Chomeur; 5=Inactif; 6=Moins de 5 ans"
"ehcvm_individu_sen2021.dta","activ12m","haven_labelled","Situation activite 12 derniers mois",63530,0,4,"1=Occupe; 2=Trav. fam.; 3=Non occupe; 4=Moins de 5 ans"
"ehcvm_individu_sen2021.dta","branch","haven_labelled","Branche activite",63530,43411,16,"1=Agriculture; 2=Elevage/syl./peche; 3=Indust. extr.; 4=Autr. indust.; 5=btp; 6=Commerce; 7=Restaurant/Hotel; 8=Trans./Comm.; 9=Education/Sante; 10=Services perso.; 11=Aut. services"
"ehcvm_individu_sen2021.dta","sectins","haven_labelled","Sect. institutionnel empl. prin.",63530,41479,6,"1=Etat/Collectivités locales; 2=Entreprise publique/ parapublique; 3=Entreprise Privée; 4=Entreprise associative; 5=Ménage comme employeur de personnel domestique; 6=Organisme international /Ambassade"
"ehcvm_individu_sen2021.dta","csp","haven_labelled","CSP empl. prin.",63530,41376,10,"1=Cadre supérieur; 2=Cadre moyen/agent de maîtrise; 3=Ouvrier ou employé qualifié; 4=Ouvrier ou employé non qualifié; 5=Manœuvre, aide ménagère; 6=Stagiaire ou Apprenti rénuméré; 7=Stagiaire ou Apprenti non rénuméré; 8=Travailleur Familial contribuant pour une entreprise familial; 9=Travailleur pour compte propre; 10=Patron"
"ehcvm_individu_sen2021.dta","volhor","numeric","Horaire an. travail empl. prin.",63530,47456,791,NA
"ehcvm_individu_sen2021.dta","salaire","numeric","Salaire an. empl. prin.",63530,58232,1647,NA
"ehcvm_individu_sen2021.dta","emploi_sec","haven_labelled","A un emploi secondaire 12 mois",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","sectins_sec","haven_labelled","Secteur instit. emploi sec.",63530,58905,6,"1=Etat/Collectivités locales; 2=Entreprise publique/ parapublique; 3=Entreprise privée; 4=Entreprise associative; 5=Ménage comme employeur de personnel domestique; 6=Organisme international. /Ambassade"
"ehcvm_individu_sen2021.dta","csp_sec","haven_labelled","CSP emploi sec.",63530,58905,10,"1=Cadre supérieur; 2=Cadre moyen/agent de maîtrise; 3=Ouvrier ou employé qualifié; 4=Ouvrier ou employé non qualifié; 5=Manœuvre, aide-ménagère; 6=Stagiaire ou Apprenti rémunéré; 7=Stagiaire ou Apprenti non rémunéré; 8=Travailleur familial contribuant à une entreprise familiale; 9=Travailleur pour compte propre; 10=Patron"
"ehcvm_individu_sen2021.dta","volhor_sec","numeric","Horaire an. travail emploi sec.",63530,60863,256,NA
"ehcvm_individu_sen2021.dta","salaire_sec","numeric","Salaire an. emploi sec.",63530,63246,92,NA
"ehcvm_individu_sen2021.dta","bank","haven_labelled","compte banque ou autre",63530,0,2,"0=Non; 1=Oui"
"ehcvm_individu_sen2021.dta","serviceconsult","haven_labelled","Service de santé consulté",63530,50518,4,"1=Hôpital/Clinique; 2=Dispensaire; 3=Autres; 4=Pas de consultation"
"ehcvm_individu_sen2021.dta","persconsult","haven_labelled","Personnel de santé consulté",63530,50518,4,"1=Médecin; 2=Infirmier; 3=Autres; 4=Pas de consultation"
"ehcvm_menage_sen2021.dta","country","character",NA,7120,0,1,NA
"ehcvm_menage_sen2021.dta","hhid","numeric","Identifiant menage",7120,0,7120,NA
"ehcvm_menage_sen2021.dta","year","numeric",NA,7120,0,1,NA
"ehcvm_menage_sen2021.dta","grappe","numeric","grappe",7120,0,596,NA
"ehcvm_menage_sen2021.dta","menage","numeric","Identifiant du ménage",7120,0,19,NA
"ehcvm_menage_sen2021.dta","vague","numeric","Vague",7120,0,2,NA
"ehcvm_menage_sen2021.dta","logem","haven_labelled","Occupation logement",7120,0,4,"1=Proprietaire titre; 2=Proprietaire sans titre; 3=Locataire; 4=Autre"
"ehcvm_menage_sen2021.dta","mur","haven_labelled","Mur en materiaux definitifs",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","toit","haven_labelled","toit en materiaux definitifs",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","sol","haven_labelled","Sol en materiaux definitifs",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","eauboi_ss","haven_labelled","eau potable saison seche",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","eauboi_sp","haven_labelled","eau potable saison pluie",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","elec_ac","haven_labelled","Acces reseau electrique",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","elec_ur","haven_labelled","Utilise elec. reseau",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","elec_ua","haven_labelled","Utilise elec. solaire/groupe",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","ordure","haven_labelled","Déchets évacués sainement",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","toilet","haven_labelled","Toilettes saines",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","eva_toi","haven_labelled","Excréments évacués sainement",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","eva_eau","haven_labelled","Eaux usées évacuées sainement",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","tv","haven_labelled","Menage a TV",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","fer","haven_labelled","Menage a fer electrique",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","frigo","haven_labelled","Menage a frigo/congel",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","cuisin","haven_labelled","Menage a cuisiniere elec/gaz",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","ordin","haven_labelled","Menage a ordinateur",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","decod","haven_labelled","Menage a decodeur/antenne",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","car","haven_labelled","Menage a voiture",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","superf","numeric","Superficie agricole (en ha)",7120,4470,2560,NA
"ehcvm_menage_sen2021.dta","grosrum","numeric","Nbr gros ruminants",7120,0,82,NA
"ehcvm_menage_sen2021.dta","petitrum","numeric","Nbr petits ruminants",7120,0,100,NA
"ehcvm_menage_sen2021.dta","porc","numeric","Nbr porcs",7120,0,23,NA
"ehcvm_menage_sen2021.dta","lapin","numeric","Nbr lapins",7120,0,12,NA
"ehcvm_menage_sen2021.dta","volail","numeric","Nbr volailles",7120,0,90,NA
"ehcvm_menage_sen2021.dta","sh_id_demo","haven_labelled","Choc idio démographique",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","sh_co_natu","haven_labelled","Choc covariant naturel",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","sh_co_eco","haven_labelled","Choc covariant économique",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","sh_id_eco","haven_labelled","Choc idio économique",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","sh_co_vio","haven_labelled","Choc covariant violence",7120,0,2,"0=Non; 1=Oui"
"ehcvm_menage_sen2021.dta","sh_co_oth","haven_labelled","Autres Chocs",7120,0,2,"0=Non; 1=Oui"
"ehcvm_nsu_sen2021.dta","region","haven_labelled","Region de résidence",48636,0,14,"1=dakar; 2=ziguinchor; 3=diourbel; 4=SAINT-LOUIS; 5=tambacounda; 6=kaolack; 7=thies; 8=louga; 9=fatick; 10=kolda; 11=matam; 12=kaffrine; 13=kedougou; 14=sedhiou"
"ehcvm_nsu_sen2021.dta","milieu","haven_labelled","Milieu de résidence",48636,0,2,"1=Urbain; 2=Rural"
"ehcvm_nsu_sen2021.dta","produitID","numeric","produitID",48636,0,175,NA
"ehcvm_nsu_sen2021.dta","produitNom","character","produitNom",48636,0,179,NA
"ehcvm_nsu_sen2021.dta","uniteID","numeric","uniteID",48636,0,62,NA
"ehcvm_nsu_sen2021.dta","uniteNom","character","uniteNom",48636,0,102,NA
"ehcvm_nsu_sen2021.dta","tailleID","numeric","tailleID",48636,0,6,NA
"ehcvm_nsu_sen2021.dta","tailleNom","character","tailleNom",48636,0,12,NA
"ehcvm_nsu_sen2021.dta","poids","numeric","Poids médian",48636,0,690,NA
"ehcvm_nsu_sen2021_nat.dta","produitID","numeric","produitID",1737,0,175,NA
"ehcvm_nsu_sen2021_nat.dta","produitNom","character","produitNom",1737,0,179,NA
"ehcvm_nsu_sen2021_nat.dta","uniteID","numeric","uniteID",1737,0,62,NA
"ehcvm_nsu_sen2021_nat.dta","uniteNom","character","uniteNom",1737,0,102,NA
"ehcvm_nsu_sen2021_nat.dta","tailleID","numeric","tailleID",1737,0,6,NA
"ehcvm_nsu_sen2021_nat.dta","tailleNom","character","tailleNom",1737,0,12,NA
"ehcvm_nsu_sen2021_nat.dta","poids","numeric","Poids médian",1737,0,690,NA
"ehcvm_nsu_sen2021_nat2023.dta","codpr","numeric","produitID",1737,0,175,NA
"ehcvm_nsu_sen2021_nat2023.dta","produitNom","character","produitNom",1737,0,179,NA
"ehcvm_nsu_sen2021_nat2023.dta","uniteID","numeric","uniteID",1737,0,62,NA
"ehcvm_nsu_sen2021_nat2023.dta","uniteNom","character","uniteNom",1737,0,102,NA
"ehcvm_nsu_sen2021_nat2023.dta","tailleID","numeric","tailleID",1737,0,6,NA
"ehcvm_nsu_sen2021_nat2023.dta","tailleNom","character","tailleNom",1737,0,12,NA
"ehcvm_nsu_sen2021_nat2023.dta","poids","numeric","Poids médian",1737,0,690,NA
"ehcvm_nsu_sen2021_nat2023.dta","unite","numeric",NA,1737,0,145,NA
"ehcvm_ponderations_sen2021.dta","vague","numeric",NA,7120,0,2,NA
"ehcvm_ponderations_sen2021.dta","grappe","numeric",NA,7120,0,596,NA
"ehcvm_ponderations_sen2021.dta","menage","numeric",NA,7120,0,19,NA
"ehcvm_ponderations_sen2021.dta","poids","numeric","PS poids de sondage lissé pop_2021",7120,0,1012,NA
"ehcvm_ponderations_sen2021.dta","poids_nonlisse","numeric","PBrut poids de sondage lissé pop_2021",7120,0,1012,NA
"ehcvm_welfare_sen2021.dta","grappe","numeric","grappe",7120,0,596,NA
"ehcvm_welfare_sen2021.dta","menage","numeric","Identifiant du ménage",7120,0,19,NA
"ehcvm_welfare_sen2021.dta","country","character","Pays",7120,0,1,NA
"ehcvm_welfare_sen2021.dta","year","numeric","Annee enquete",7120,0,1,NA
"ehcvm_welfare_sen2021.dta","hhid","numeric","Idenfiant menage",7120,0,7120,NA
"ehcvm_welfare_sen2021.dta","vague","numeric","Vague",7120,0,2,NA
"ehcvm_welfare_sen2021.dta","month","Date","month of interview",7120,0,7,NA
"ehcvm_welfare_sen2021.dta","zae","haven_labelled","Zone agroecologique",7120,0,6,"1=Kédougou; 3=Saint-Louis-Matam; 5=Thies-Diourbel-Louga; 7=Kaolack-Fatick-Kaffrine; 9=Ziguinchor-Tamba-Kolda-Sédhiou; 11=Dakar"
"ehcvm_welfare_sen2021.dta","region","haven_labelled","Region residence",7120,0,14,"1=dakar; 2=ziguinchor; 3=diourbel; 4=SAINT-LOUIS; 5=tambacounda; 6=kaolack; 7=thies; 8=louga; 9=fatick; 10=kolda; 11=matam; 12=kaffrine; 13=kedougou; 14=sedhiou"
"ehcvm_welfare_sen2021.dta","milieu","haven_labelled","Milieu residence",7120,0,2,"1=Urbain; 2=Rural"
"ehcvm_welfare_sen2021.dta","hhweight","numeric","Ponderation menage",7120,0,1012,NA
"ehcvm_welfare_sen2021.dta","hhsize","numeric","Taille menage",7120,0,43,NA
"ehcvm_welfare_sen2021.dta","eqadu1","numeric","Nbr adultes-equiv. FAO",7120,0,2563,NA
"ehcvm_welfare_sen2021.dta","eqadu2","numeric","Nbr adultes-equiv. alt.",7120,0,183,NA
"ehcvm_welfare_sen2021.dta","hgender","haven_labelled","Genre du CM",7120,0,2,"1=Masculin; 2=Féminin"
"ehcvm_welfare_sen2021.dta","hage","numeric","Age du CM",7120,0,83,NA
"ehcvm_welfare_sen2021.dta","hmstat","haven_labelled","Situation famille du CM",7120,0,7,"1=Célibataire; 2=Marié(e) monogame; 3=Marié(e) polygame; 4=Union libre; 5=Veuf(ve); 6=Divorcé(e); 7=Séparé(e)"
"ehcvm_welfare_sen2021.dta","hreligion","haven_labelled","Religion du CM",7120,0,5,"1=Musulman; 2=Chrétien; 3=Animiste; 4=Autre Réligion; 5=Sans Réligion"
"ehcvm_welfare_sen2021.dta","hnation","haven_labelled","Nationalite du CM",7120,0,12,"1=Bénin; 2=Burkina Faso; 3=Cape-vert; 4=Cote d'ivoire; 5=Gambie; 6=Ghana; 7=Guinee; 8=Guinée Bissau; 9=Liberia; 10=Mali; 11=Niger; 12=Nigeria; 13=Sénégal; 14=Serra-Leonne; 15=Togo; 17=Autre Afrique; 18=Autre pays hors Afrique"
"ehcvm_welfare_sen2021.dta","hethnie","haven_labelled","Ethnie du CM",7120,82,12,"1=Wolof/Lébou; 2=Sérère; 3=Poular; 4=Soninké; 5=Diola; 6=Mandingue/Socé; 7=Balante; 8=Bambara; 9=Malinké; 10=Autres ethnies; 11=Naturalisé; 12=Mandiack/Mancagne; 13=Maure"
"ehcvm_welfare_sen2021.dta","halfa","haven_labelled","Alpha. lire/ecr. CM",7120,0,2,"0=Non; 1=Oui"
"ehcvm_welfare_sen2021.dta","halfa2","haven_labelled","Alpha. lire/ecr./comp. CM",7120,0,2,"0=Non; 1=Oui"
"ehcvm_welfare_sen2021.dta","heduc","haven_labelled","Education du CM",7120,0,9,"1=Aucun; 2=Maternelle; 3=Primaire; 4=Second. gl 1; 5=Second. tech. 1; 6=Second. gl 2; 7=Second. tech. 2; 8=Postsecondaire; 9=Superieur"
"ehcvm_welfare_sen2021.dta","hdiploma","haven_labelled","Diplome du CM",7120,0,11,"0=Aucun; 1=cepe; 2=bepc; 3=cap; 4=bt; 5=bac; 6=DEUG, DUT, BTS; 7=Licence; 8=Maitrise; 9=Master/DEA/DESS; 10=Doctorat/Phd"
"ehcvm_welfare_sen2021.dta","hhandig","haven_labelled","Handicap majeur CM",7120,0,2,"0=Non; 1=Oui"
"ehcvm_welfare_sen2021.dta","hactiv7j","haven_labelled","Activite 7 jours du CM",7120,0,5,"1=Occupe; 2=TF cherchant emploi; 3=TF cherchant pas; 4=Chomeur; 5=Inactif; 6=Moins de 5 ans"
"ehcvm_welfare_sen2021.dta","hactiv12m","haven_labelled","Activite 12 mois du CM",7120,0,3,"1=Occupe; 2=Trav. fam.; 3=Non occupe; 4=Moins de 5 ans"
"ehcvm_welfare_sen2021.dta","hbranch","haven_labelled","Branche activite du CM",7120,1838,14,"1=Agriculture; 2=Elevage/syl./peche; 3=Indust. extr.; 4=Autr. indust.; 5=btp; 6=Commerce; 7=Restaurant/Hotel; 8=Trans./Comm.; 9=Education/Sante; 10=Services perso.; 11=Aut. services"
"ehcvm_welfare_sen2021.dta","hsectins","haven_labelled","Secteur instit. du CM",7120,1359,6,"1=Etat/Collectivités locales; 2=Entreprise publique/ parapublique; 3=Entreprise Privée; 4=Entreprise associative; 5=Ménage comme employeur de personnel domestique; 6=Organisme international /Ambassade"
"ehcvm_welfare_sen2021.dta","hcsp","haven_labelled","CSP du CM",7120,1326,10,"1=Cadre supérieur; 2=Cadre moyen/agent de maîtrise; 3=Ouvrier ou employé qualifié; 4=Ouvrier ou employé non qualifié; 5=Manœuvre, aide ménagère; 6=Stagiaire ou Apprenti rénuméré; 7=Stagiaire ou Apprenti non rénuméré; 8=Travailleur Familial contribuant pour une entreprise familial; 9=Travailleur pour compte propre; 10=Patron"
"ehcvm_welfare_sen2021.dta","dali","numeric","Conso annuelle alim. menage",7120,0,7120,NA
"ehcvm_welfare_sen2021.dta","dnal","numeric","Conso annuelle non alim. menage",7120,0,7120,NA
"ehcvm_welfare_sen2021.dta","dtot","numeric","Conso annuelle totale menage",7120,0,7119,NA
"ehcvm_welfare_sen2021.dta","pcexp","numeric","Indicateur de bien-être",7120,0,7118,NA
"ehcvm_welfare_sen2021.dta","zzae","numeric",NA,7120,0,11,NA
"ehcvm_welfare_sen2021.dta","zref","numeric","Seuil pauvrete national",7120,0,1,NA
"ehcvm_welfare_sen2021.dta","def_spa","numeric","Deflateur spatial",7120,0,11,NA
"ehcvm_welfare_sen2021.dta","def_temp","numeric","Deflateur temporel",7120,0,59,NA
"ehcvm_welfare_sen2021.dta","def_temp_prix2021m11","numeric","temporal deflator for international poverty, 1 = 2021m11 prices",7120,0,7,NA
"ehcvm_welfare_sen2021.dta","def_temp_cpi","numeric","alternative temporal deflator based on official CPI, 2018/19 style",7120,0,7,NA
"ehcvm_welfare_sen2021.dta","def_temp_adj","numeric","temporal deflator adjusted for difference between hh and market survey periods",7120,0,59,NA
"ehcvm_welfare_sen2021.dta","zali0","numeric","(sum) conso_pc_val_up",7120,0,1,NA
"ehcvm_welfare_sen2021.dta","dtet","numeric",NA,7120,0,7120,NA
"ehcvm_welfare_sen2021.dta","monthly_cpi","numeric","Monthly CPI value",7120,0,7,NA
"ehcvm_welfare_sen2021.dta","cpi2017","numeric",NA,7120,0,1,NA
"ehcvm_welfare_sen2021.dta","icp2017","numeric",NA,7120,0,1,NA
"ehcvm_welfare_sen2021.dta","dollars","numeric","welfare in 2017 PPP USD per capita per day (not spatially deflated)",7120,0,7119,NA
"s00_co_sen2021.dta","vague","numeric","Vague",5234,0,2,NA
"s00_co_sen2021.dta","grappe","numeric","grappe",5234,0,596,NA
"s00_co_sen2021.dta","s00q00","numeric","0.00. Code ID du repondant",5234,1,21,NA
"s00_co_sen2021.dta","s00q02","haven_labelled","0.02. Sexe",5234,1,2,"1=Musculin; 2=Féminin"
"s00_co_sen2021.dta","s00q03","numeric","0.03. Quel âge avez-vous?",5234,1,77,NA
"s00_co_sen2021.dta","s00q04__1","haven_labelled","0.04.Chef de village: Fonction occup actu dans communauté?",5234,1,3,"0=Non; 1=1re fonction; 2=2me fonction"
